Voltage Value - Plot 0,Amplitude - Plot 0
0,2.02E-08
0.005,1.58E-06
0.01,7.60E-06
0.015,1.04E-05
0.02,1.33E-05
0.025,1.62E-05
0.03,1.85E-05
0.035,2.10E-05
0.04,2.36E-05
0.045,2.61E-05
0.05,2.86E-05
0.055,3.11E-05
0.06,3.37E-05
0.065,3.61E-05
0.07,3.87E-05
0.075,4.12E-05
0.08,4.36E-05
0.085,4.60E-05
0.09,4.84E-05
0.095,5.07E-05
0.1,5.31E-05
0.105,5.55E-05
0.11,5.77E-05
0.115,5.99E-05
0.12,6.21E-05
0.125,6.41E-05
0.13,6.60E-05
0.135,6.73E-05
0.14,6.86E-05
0.145,7.09E-05
0.15,7.32E-05
0.155,7.51E-05
0.16,7.73E-05
0.165,7.94E-05
0.17,8.14E-05
0.175,8.36E-05
0.18,8.59E-05
0.185,8.82E-05
0.19,9.03E-05
0.195,9.22E-05
0.2,9.37E-05
0.205,9.37E-05
0.21,9.61E-05
0.215,9.81E-05
0.22,0.000100473
0.225,0.000102698
0.23,0.000105178
0.235,0.000106764
0.24,0.000109065
0.245,0.000111136
0.25,0.000113337
0.255,0.000115878
0.26,0.000116712
0.265,0.000119172
0.27,0.000124551
0.275,0.000127359
0.28,0.000129916
0.285,0.000131988
0.29,0.000134624
0.295,0.000137296
0.3,0.000140348
0.305,0.000143862
0.31,0.000145992
0.315,0.000148422
0.32,0.000150814
0.325,0.000153047
0.33,0.000155541
0.335,0.000158283
0.34,0.000160769
0.345,0.000163197
0.35,0.000165507
0.355,0.000167957
0.36,0.000169794
0.365,0.000173367
0.37,0.000176642
0.375,0.000181212
0.38,0.0001858
0.385,0.000190012
0.39,0.000193328
0.395,0.000195948
0.4,0.00019876
0.405,0.000202566
0.41,0.00020712
0.415,0.000167998
0.42,1.26E-05
0.425,1.02E-05
0.43,1.34E-05
0.435,0.000186458
0.44,0.000173287
0.445,0.000165995
0.45,0.000164265
0.455,0.000162417
0.46,0.000151033
0.465,0.000149735
0.47,0.000152077
0.475,0.000149058
0.48,0.000153024
0.485,0.000155122
0.49,0.00015595
0.495,0.000152022
0.5,0.00011909
0.505,0.000144403
0.51,0.000144036
0.515,0.000143898
0.52,0.000146621
0.525,0.000147946
0.53,0.000155263
0.535,0.000160577
0.54,0.000166064
0.545,0.000164886
0.55,0.000164726
0.555,0.000164321
0.56,0.000164784
0.565,0.000164765
0.57,0.000185304
0.575,0.000187184
0.58,0.000191803
0.585,0.000192202
0.59,0.000193694
0.595,0.000194326
0.6,0.000194822
0.605,0.000194522
0.61,0.000195471
0.615,0.000194946
0.62,0.00019618
0.625,0.000196847
0.63,0.00019775
0.635,0.000202099
0.64,0.00020334
0.645,0.000203616
0.65,0.000206749
0.655,0.000208892
0.66,0.000222123
0.665,0.000226865
0.67,0.000204621
0.675,0.000229449
0.68,0.000228546
0.685,0.00023646
0.69,0.000242034
0.695,0.000243847
0.7,0.000247036
0.705,0.000251498
0.71,0.000253584
0.715,0.000254544
0.72,0.000254277
0.725,0.000250881
0.73,0.000254109
0.735,0.000254554
0.74,0.000254422
0.745,0.000257526
0.75,0.000259598
0.755,0.000259014
0.76,0.000260537
0.765,0.000262713
0.77,0.000265441
0.775,0.000268067
0.78,0.000269918
0.785,0.00027242
0.79,0.000275567
0.795,0.000276995
0.8,0.000281946
0.805,0.000283824
0.81,0.000286474
0.815,0.000288522
0.82,0.000292759
0.825,0.000294189
0.83,0.000295358
0.835,0.000299565
0.84,0.000299605
0.845,0.000300823
0.85,0.000303857
0.855,0.00030551
0.86,0.000306182
0.865,0.000307121
0.87,0.000306967
0.875,0.000308125
0.88,0.000308002
0.885,0.000310528
0.89,0.000314178
0.895,0.000314823
0.9,0.000314637
0.905,0.000318861
0.91,0.000320667
0.915,0.000318802
0.92,0.000320107
0.925,0.000320779
0.93,0.000322089
0.935,0.000322815
0.94,0.000325619
0.945,0.00032744
0.95,0.000329768
0.955,0.0003304
0.96,0.000330621
0.965,0.000332081
0.97,0.000332157
0.975,0.000334891
0.98,0.00033488
0.985,0.000336049
0.99,0.000335852
0.995,0.000335289
1,0.000337146
